id,grupo,nombre,descripcion,termino
105,programa,Generación programada P48 Exportación Andorra,<p>Energía correspondiente al programa operativo que el OS establece en cada período hasta el final del horizonte de programación diario.</p><p>En concreto este indicador se refiere a las unidades de programación de exportación con Andorra.</p><p><b>Publicación:</b> cada hora en torno al minuto 15 c,D+1
106,programa,Generación programada PHF1 Hidráulica UGH,<p>Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario via,D+1
107,programa,Generación programada PHF1 Hidráulica no UGH,<p>Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario via,D+1
108,programa,Generación programada PHF1 Turbinación bombeo,<p>Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario via,D+1
109,programa,Generación programada PHF1 Nuclear,<p>Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario via,D+1
110,programa,Generación programada PHF1 Hulla antracita Anexo II RD 134/2010,<p>Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario via,D+1
111,programa,Generación programada PHF1 Hulla sub-bituminosa Anexo II RD 134/2010,<p>Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario via,D+1
112,programa,Generación programada PHF1 Hulla antracita,<p>Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario via,D+1
113,programa,Generación programada PHF1 Hulla sub-bituminosa,<p>Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario via,D+1
114,programa,Generación programada PHF1 Ciclo combinado,<p>Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario via,D+1
115,programa,Generación programada PHF1 Fuel,<p>Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario via,D+1
116,programa,Generación programada PHF1 Gas Natural - Turbina de vapor,<p>Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario via,D+1
117,programa,Generación programada PHF1 Eólica terrestre,<p>Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario via,D+1
118,programa,Generación programada PHF1 Eólica marina,<p>Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario via,D+1
119,programa,Generación programada PHF1 Solar fotovoltaica,<p>Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario via,D+1
120,programa,Generación programada PHF1 Solar térmica,<p>Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario via,D+1
121,programa,Generación programada PHF1 Océano y geotérmica,<p>Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario via,D+1
122,programa,Generación programada PHF1 Gas Natural Cogeneración,<p>Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario via,D+1
123,programa,Generación programada PHF1 Derivados del petróleo ó carbón,<p>Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario via,D+1
124,programa,Generación programada PHF1 Subproductos minería,<p>Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario via,D+1
125,programa,Generación programada PHF1 Energía residual,<p>Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario via,D+1
126,programa,Generación programada PHF1 Biomasa,<p>Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario via,D+1
127,programa,Generación programada PHF1 Biogás,<p>Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario via,D+1
128,programa,Generación programada PHF1 Residuos domésticos y similares,<p>Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario via,D+1
129,programa,Generación programada PHF1 Residuos varios,<p>Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario via,D+1
130,programa,Generación programada PHF1 Consumo bombeo,<p>Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario via,D+1
131,programa,Generación programada PHF1 Enlace Baleares,<p>Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario via,D+1
132,programa,Generación programada PHF1 Genéricas,<p>Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario via,D+1
133,programa,Generación programada PHF1 Importación Francia,<p>Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario via,D+1
134,programa,Generación programada PHF1 Importación Portugal,<p>Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario via,D+1
135,programa,Generación programada PHF1 Importación Marruecos,<p>Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario via,D+1
136,programa,Generación programada PHF1 Importación Andorra,<p>Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario via,D+1
137,programa,Generación programada PHF1 Exportación Francia,<p>Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario via,D+1
138,programa,Generación programada PHF1 Exportación Portugal,<p>Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario via,D+1
139,programa,Generación programada PHF1 Exportación Marruecos,<p>Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario via,D+1
140,programa,Generación programada PHF1 Exportación Andorra,<p>Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario via,D+1
145,programa,Generación programada PHF2 Hulla antracita Anexo II RD 134/2010,<p>Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario via,D+1
146,programa,Generación programada PHF2 Hulla sub-bituminosa Anexo II RD 134/2010,<p>Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario via,D+1
176,programa,Generación programada PHF3 Hidráulica UGH,<p>Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario via,H+3
177,programa,Generación programada PHF3 Hidráulica no UGH,<p>Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario via,H+3
178,programa,Generación programada PHF3 Turbinación bombeo,<p>Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario via,H+3
179,programa,Generación programada PHF3 Nuclear,<p>Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario via,H+3
180,programa,Generación programada PHF3 Hulla antracita Anexo II RD 134/2010,<p>Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario via,D+1
181,programa,Generación programada PHF3 Hulla sub-bituminosa Anexo II RD 134/2010,<p>Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario via,D+1
182,programa,Generación programada PHF3 Hulla antracita,<p>Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario via,H+3
183,programa,Generación programada PHF3 Hulla sub-bituminosa,<p>Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario via,H+3
460,prevision,Previsión diaria de la demanda eléctrica peninsular,"<p>Es la previsión de consumo que Red Eléctrica elabora teniendo en cuenta los valores de consumo registrados en periodos precedentes similares, así como otros factores con influencia en el consumo eléctrico como la laboralidad, la climatología y la actividad económica.</p>

<p><strong>Important",previsión
461,prevision,Previsión mensual de la demanda eléctrica peninsular,"<p>Previsi&oacute;n de la demanda del sistema peninsular espa&ntilde;ol.</p>

<p>En concreto este indicador muestra la previsi&oacute;n de la demanda para todo el a&ntilde;o m&oacute;vil siguiente.</p>

<p><b>Publicaci&oacute;n:</b> mensualmente con la informaci&oacute;n del total de demanda men",previsión
480,prevision,Potencia disponible de generación Hidráulica UGH horizonte año móvil,"<p>Calculada, para cada tipo de producci&oacute;n de generaci&oacute;n convencional, como diferencia entre la suma de potencias netas instaladas registradas en el sistema e&middot;sios y el total de la potencia indisponible declarada por los Sujetos del Mercado.</p>

<p>En concreto este indicador",previsto
481,prevision,Potencia disponible de generación Turbinación bombeo horizonte año móvil,"<p>Calculada, para cada tipo de producci&oacute;n de generaci&oacute;n convencional, como diferencia entre la suma de potencias netas instaladas registradas en el sistema e&middot;sios y el total de la potencia indisponible declarada por los Sujetos del Mercado.</p>

<p>En concreto este indicador",previsto
482,prevision,Potencia disponible de generación Nuclear horizonte año móvil,"<p>Calculada, para cada tipo de producci&oacute;n de generaci&oacute;n convencional, como diferencia entre la suma de potencias netas instaladas registradas en el sistema e&middot;sios y el total de la potencia indisponible declarada por los Sujetos del Mercado.</p>

<p>En concreto este indicador",previsto
483,prevision,Potencia disponible de generación Hulla antracita horizonte año móvil,"<p>Calculada, para cada tipo de producci&oacute;n de generaci&oacute;n convencional, como diferencia entre la suma de potencias netas instaladas registradas en el sistema e&middot;sios y el total de la potencia indisponible declarada por los Sujetos del Mercado.</p>

<p>En concreto este indicador",previsto
484,prevision,Potencia disponible de generación Hulla sub-bituminosa horizonte año móvil,"<p>Calculada, para cada tipo de producci&oacute;n de generaci&oacute;n convencional, como diferencia entre la suma de potencias netas instaladas registradas en el sistema e&middot;sios y el total de la potencia indisponible declarada por los Sujetos del Mercado.</p>

<p>En concreto este indicador",previsto
485,prevision,Potencia disponible de generación Ciclo combinado horizonte año móvil,"<p>Calculada, para cada tipo de producci&oacute;n de generaci&oacute;n convencional como diferencia entre la suma de potencias netas instaladas registradas en el sistema e&middot;sios y el total de la potencia indisponible declarada por los Sujetos del Mercado.</p>

<p>En concreto este indicador s",previsto
486,prevision,Potencia disponible de generación Fuel horizonte año móvil,"<p>Calculada, para cada tipo de producci&oacute;n de generaci&oacute;n convencional, como diferencia entre la suma de potencias netas instaladas registradas en el sistema e&middot;sios y el total de la potencia indisponible declarada por los Sujetos del Mercado.</p>

<p>En concreto este indicador",previsto
487,prevision,Potencia disponible de generación Gas Natural horizonte año móvil,"<p>Calculada, para cada tipo de producci&oacute;n de generaci&oacute;n convencional, como diferencia entre la suma de potencias netas instaladas registradas en el sistema e&middot;sios y el total de la potencia indisponible declarada por los Sujetos del Mercado.</p>

<p>En concreto este indicador",previsto
498,prevision,Capacidad de intercambio prevista (NTC) con Francia horizonte semanal importación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",prevista
499,prevision,Capacidad de intercambio prevista (NTC) con Portugal horizonte semanal importación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",prevista
500,prevision,Capacidad de intercambio prevista (NTC) con Marruecos horizonte semanal importación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",prevista
501,prevision,Capacidad de intercambio prevista (NTC) con Andorra horizonte semanal importación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",prevista
502,prevision,Capacidad de intercambio prevista (NTC) con Francia horizonte semanal exportación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",prevista
503,prevision,Capacidad de intercambio prevista (NTC) con Portugal horizonte semanal exportación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",prevista
504,prevision,Capacidad de intercambio prevista (NTC) con Marruecos horizonte semanal exportación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",prevista
505,prevision,Capacidad de intercambio prevista (NTC) con Andorra horizonte semanal exportación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",prevista
510,prevision,Capacidad de intercambio prevista (NTC) con Francia horizonte mensual importación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",prevista
511,prevision,Capacidad de intercambio prevista (NTC) con Portugal horizonte mensual importación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",prevista
512,prevision,Capacidad de intercambio prevista (NTC) con Marruecos horizonte mensual importación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",prevista
513,prevision,Capacidad de intercambio prevista (NTC) con Andorra horizonte mensual importación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",prevista
514,prevision,Capacidad de intercambio prevista (NTC) con Francia horizonte mensual exportación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",prevista
515,prevision,Capacidad de intercambio prevista (NTC) con Portugal horizonte mensual exportación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",prevista
516,prevision,Capacidad de intercambio prevista (NTC) con Marruecos horizonte mensual exportación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",prevista
517,prevision,Capacidad de intercambio prevista (NTC) con Andorra horizonte mensual exportación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",prevista
518,prevision,Capacidad de intercambio prevista (NTC) con Francia horizonte año móvil importación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",prevista
519,prevision,Capacidad de intercambio prevista (NTC) con Portugal horizonte año móvil importación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",prevista
520,prevision,Capacidad de intercambio prevista (NTC) con Marruecos horizonte año móvil importación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",prevista
521,prevision,Capacidad de intercambio prevista (NTC) con Andorra horizonte año móvil importación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",prevista
522,prevision,Capacidad de intercambio prevista (NTC) con Francia horizonte año móvil exportación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",prevista
523,prevision,Capacidad de intercambio prevista (NTC) con Portugal horizonte año móvil exportación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",prevista
524,prevision,Capacidad de intercambio prevista (NTC) con Marruecos horizonte año móvil exportación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",prevista
525,prevision,Capacidad de intercambio prevista (NTC) con Andorra horizonte año móvil exportación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",prevista
541,prevision,Previsión de la producción eólica peninsular,"<p>Previsi&oacute;n horaria de energ&iacute;a e&oacute;lica seg&uacute;n el Modelo de Predicci&oacute;n E&oacute;lica del Operador del Sistema.</p>

<p><b>Publicaci&oacute;n:</b> cada hora con la previsi&oacute;n desde la hora en curso del d&iacute;a D hasta la &uacute;ltima hora del d&iacute;a D+",previsión
542,prevision,Generación prevista Solar fotovoltaica,<p>Previsión horaria de generación de energía solar recibida de los Modelos de Predicción.</p><p>En concreto este indicador se refiere a la previsión de energía solar fotovoltaica.</p><p><b>Publicación:</b> cada hora con la información del día D desde la hora H+1 hasta el final del día y el día D+1,previsión
543,prevision,Generación prevista Solar térmica,<p>Previsión horaria de generación de energía solar recibida de los Modelos de Predicción.</p><p>En concreto este indicador se refiere a la previsión de energía solar térmica.</p><p><b>Publicación:</b> cada hora con la información del día D desde la hora H+1 hasta el final del día y el día D+1 compl,previsión
544,prevision,Demanda prevista,"<p>Es la previsi&oacute;n de consumo que RE elabora teniendo en cuenta los valores de consumo registrados en periodos precedentes similares, as&iacute; como otros factores con influencia en el consumo el&eacute;ctrico como la laboralidad, la climatolog&iacute;a y la actividad econ&oacute;mica. Los v",prevista
570,prevision,Capacidad prevista en el enlace Península - Baleares,<p>Es la capacidad disponible en el enlace HVDC Península-Baleares para la programación del intercambio de energía a través del enlace entre el sistema eléctrico peninsular y el balear.</p><p><b>Publicación:</b> diariamente sobre las 10:30 para el día D+1 y actualización durante el día D si existe u,previsión
603,prevision,Previsión semanal de la demanda eléctrica peninsular,<p>Previsión de la demanda del sistema peninsular español.</p><p>En concreto este indicador muestra la previsión demanda actualizada semanalmente.</p><p><b>Publicación:</b> cada viernes con la información de la semana S+1 de lunes a domingo. Actualización los domingos.</p>,previsión
604,prevision,Previsión máxima mensual de la demanda eléctrica peninsular,<p>Previsión de la demanda del sistema peninsular español.</p><p>En concreto este indicador muestra la previsión de la demanda máxima para cada semana del mes siguiente.</p><p><b>Publicación:</b> mensualmente antes del día 22 con la información de las semanas del mes siguiente. Una semana pertenece,previsión
619,prevision,Previsión mínima mensual de la demanda eléctrica peninsular,<p>Previsión de la demanda del sistema peninsular español.</p><p>En concreto este indicador muestra la previsión de la demanda mínima para cada semana del mes siguiente.</p><p><b>Publicación:</b> mensualmente antes del día 22 con la información de las semanas del mes siguiente. Una semana pertenece,previsión
620,prevision,Previsión máxima anual de la demanda eléctrica peninsular,<p>Previsión de la demanda del sistema peninsular español.</p><p>En concreto este indicador muestra la previsión de la demanda máxima para cada semana del año siguiente.</p><p><b>Publicación:</b> anualmente antes del 16 de Diciembre con la información de las semanas del año siguiente. Se publicarán,previsión
621,prevision,Previsión mínima anual de la demanda eléctrica peninsular,<p>Previsión de la demanda del sistema peninsular español.</p><p>En concreto este indicador muestra la previsión de la demanda mínima para cada semana del año siguiente.</p><p><b>Publicación:</b> anualmente antes del 16 de Diciembre con la información de las semanas del año siguiente. Se publicarán,previsión
622,prevision,Margen generación disponible - máxima demanda prevista,<p>Resta de la previsión de generación disponible menos la previsión de demanda para el año siguiente.</p><p><b>Publicación:</b> anualmente antes del día 15 a las 23:00 horas para el año A+1.</p>,previsión
630,prevision,Requerimientos reserva de regulación secundaria a subir,"<p>La regulación secundaria es un servicio complementario de carácter potestativo que tiene por objeto el mantenimiento del equilibrio generación-demanda, corrigiendo los desvíos respecto a los programas de intercambio previstos en la interconexión España-Francia, y las desviaciones de la frecuencia",previsto
631,prevision,Requerimientos reserva de regulación secundaria a bajar,"<p>La regulación secundaria es un servicio complementario de carácter potestativo que tiene por objeto el mantenimiento del equilibrio generación-demanda, corrigiendo los desvíos respecto a los programas de intercambio previstos en la interconexión España-Francia, y las desviaciones de la frecuencia",previsto
632,prevision,Asignación reserva de regulación secundaria a subir,"<p>La regulación secundaria es un servicio complementario de carácter potestativo que tiene por objeto el mantenimiento del equilibrio generación-demanda, corrigiendo los desvíos respecto a los programas de intercambio previstos en la interconexión España-Francia, y las desviaciones de la frecuencia",previsto
633,prevision,Asignación reserva de regulación secundaria a bajar,"<p>La regulación secundaria es un servicio complementario de carácter potestativo que tiene por objeto el mantenimiento del equilibrio generación-demanda, corrigiendo los desvíos respecto a los programas de intercambio previstos en la interconexión España-Francia, y las desviaciones de la frecuencia",previsto
634,prevision,Precio reserva de regulación secundaria a bajar,"<p>La regulación secundaria es un servicio complementario de carácter potestativo que tiene por objeto el mantenimiento del equilibrio generación-demanda, corrigiendo los desvíos respecto a los programas de intercambio previstos en la interconexión España-Francia, y las desviaciones de la frecuencia",previsto
680,prevision,Energía activada  de regulación secundaria a subir en el sepe,"<p>La regulación secundaria es un servicio complementario de carácter potestativo que tiene por objeto el mantenimiento del equilibrio generación-demanda, corrigiendo los desvíos respecto a los programas de intercambio previstos en la interconexión España-Francia, y las desviaciones de la frecuencia",previsto
