id,grupo,nombre,descripcion,termino
474,programa,Potencia disponible de generación Nuclear horizonte horario,"<p>Calculada, para cada tipo de producci&oacute;n de generaci&oacute;n convencional, como diferencia entre la suma de potencias netas instaladas registradas en el sistema e&middot;sios y el total de la potencia indisponible declarada por los Sujetos del Mercado.</p>

<p>En concreto este indicador",H+3
475,programa,Potencia disponible de generación Hulla antracita horizonte horario,"<p>Calculada, para cada tipo de producci&oacute;n de generaci&oacute;n convencional, como diferencia entre la suma de potencias netas instaladas registradas en el sistema e&middot;sios y el total de la potencia indisponible declarada por los Sujetos del Mercado.</p>

<p>En concreto este indicador",H+3
476,programa,Potencia disponible de generación Hulla sub-bituminosa horizonte horario,"<p>Calculada, para cada tipo de producci&oacute;n de generaci&oacute;n convencional, como diferencia entre la suma de potencias netas instaladas registradas en el sistema e&middot;sios y el total de la potencia indisponible declarada por los Sujetos del Mercado.</p>

<p>En concreto este indicador",H+3
477,programa,Potencia disponible de generación Ciclo combinado horizonte horario,"<p>Calculada, para cada tipo de producci&oacute;n de generaci&oacute;n convencional, como diferencia entre la suma de potencias netas instaladas registradas en el sistema e&middot;sios y el total de la potencia indisponible declarada por los Sujetos del Mercado.</p>

<p>En concreto este indicador",H+3
478,programa,Potencia disponible de generación Fuel horizonte horario,"<p>Calculada, para cada tipo de producci&oacute;n de generaci&oacute;n convencional, como diferencia entre la suma de potencias netas instaladas registradas en el sistema e&middot;sios y el total de la potencia indisponible declarada por los Sujetos del Mercado.</p>

<p>En concreto este indicador",H+3
479,programa,Potencia disponible de generación Gas Natural horizonte horario,"<p>Calculada, para cada tipo de producci&oacute;n de generaci&oacute;n convencional, como diferencia entre la suma de potencias netas instaladas registradas en el sistema e&middot;sios y el total de la potencia indisponible declarada por los Sujetos del Mercado.</p>

<p>En concreto este indicador",H+3
480,prevision,Potencia disponible de generación Hidráulica UGH horizonte año móvil,"<p>Calculada, para cada tipo de producci&oacute;n de generaci&oacute;n convencional, como diferencia entre la suma de potencias netas instaladas registradas en el sistema e&middot;sios y el total de la potencia indisponible declarada por los Sujetos del Mercado.</p>

<p>En concreto este indicador",previsto
481,prevision,Potencia disponible de generación Turbinación bombeo horizonte año móvil,"<p>Calculada, para cada tipo de producci&oacute;n de generaci&oacute;n convencional, como diferencia entre la suma de potencias netas instaladas registradas en el sistema e&middot;sios y el total de la potencia indisponible declarada por los Sujetos del Mercado.</p>

<p>En concreto este indicador",previsto
482,prevision,Potencia disponible de generación Nuclear horizonte año móvil,"<p>Calculada, para cada tipo de producci&oacute;n de generaci&oacute;n convencional, como diferencia entre la suma de potencias netas instaladas registradas en el sistema e&middot;sios y el total de la potencia indisponible declarada por los Sujetos del Mercado.</p>

<p>En concreto este indicador",previsto
483,prevision,Potencia disponible de generación Hulla antracita horizonte año móvil,"<p>Calculada, para cada tipo de producci&oacute;n de generaci&oacute;n convencional, como diferencia entre la suma de potencias netas instaladas registradas en el sistema e&middot;sios y el total de la potencia indisponible declarada por los Sujetos del Mercado.</p>

<p>En concreto este indicador",previsto
484,prevision,Potencia disponible de generación Hulla sub-bituminosa horizonte año móvil,"<p>Calculada, para cada tipo de producci&oacute;n de generaci&oacute;n convencional, como diferencia entre la suma de potencias netas instaladas registradas en el sistema e&middot;sios y el total de la potencia indisponible declarada por los Sujetos del Mercado.</p>

<p>En concreto este indicador",previsto
485,prevision,Potencia disponible de generación Ciclo combinado horizonte año móvil,"<p>Calculada, para cada tipo de producci&oacute;n de generaci&oacute;n convencional como diferencia entre la suma de potencias netas instaladas registradas en el sistema e&middot;sios y el total de la potencia indisponible declarada por los Sujetos del Mercado.</p>

<p>En concreto este indicador s",previsto
486,prevision,Potencia disponible de generación Fuel horizonte año móvil,"<p>Calculada, para cada tipo de producci&oacute;n de generaci&oacute;n convencional, como diferencia entre la suma de potencias netas instaladas registradas en el sistema e&middot;sios y el total de la potencia indisponible declarada por los Sujetos del Mercado.</p>

<p>En concreto este indicador",previsto
487,prevision,Potencia disponible de generación Gas Natural horizonte año móvil,"<p>Calculada, para cada tipo de producci&oacute;n de generaci&oacute;n convencional, como diferencia entre la suma de potencias netas instaladas registradas en el sistema e&middot;sios y el total de la potencia indisponible declarada por los Sujetos del Mercado.</p>

<p>En concreto este indicador",previsto
488,programa,Capacidad de intercambio (NTC) con Francia importación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",D+1
489,programa,Capacidad de intercambio (NTC) con Portugal importación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",D+1
490,programa,Capacidad de intercambio (NTC) con Marruecos importación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",D+1
491,programa,Capacidad de intercambio (NTC) con Andorra importación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",D+1
492,programa,Capacidad de intercambio (NTC) con Francia exportación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",D+1
493,programa,Capacidad de intercambio (NTC) con Portugal exportación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",D+1
494,programa,Capacidad de intercambio (NTC) con Marruecos exportación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",D+1
495,programa,Capacidad de intercambio (NTC) con Andorra exportación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",D+1
496,programa,Capacidad de intercambio autorizada con Francia importación,"<p>Las subastas expl&iacute;citas de capacidad son un mecanismo de mercado para gestionar la congesti&oacute;n de la interconexi&oacute;n entre Francia y España.  La capacidad de intercambio comercial se subasta en forma de Derechos F&iacute;sicos de Capacidad (PTRs, por sus siglas en ingl&eacute;s)",D+1
497,programa,Capacidad de intercambio autorizada con Francia exportación,"<p>Las subastas expl&iacute;citas de capacidad son un mecanismo de mercado para gestionar la congesti&oacute;n de la interconexi&oacute;n entre Francia y España.  La capacidad de intercambio comercial se subasta en forma de Derechos F&iacute;sicos de Capacidad (PTRs, por sus siglas en ingl&eacute;s)",D+1
498,prevision,Capacidad de intercambio prevista (NTC) con Francia horizonte semanal importación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",prevista
499,prevision,Capacidad de intercambio prevista (NTC) con Portugal horizonte semanal importación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",prevista
500,prevision,Capacidad de intercambio prevista (NTC) con Marruecos horizonte semanal importación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",prevista
501,prevision,Capacidad de intercambio prevista (NTC) con Andorra horizonte semanal importación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",prevista
502,prevision,Capacidad de intercambio prevista (NTC) con Francia horizonte semanal exportación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",prevista
503,prevision,Capacidad de intercambio prevista (NTC) con Portugal horizonte semanal exportación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",prevista
504,prevision,Capacidad de intercambio prevista (NTC) con Marruecos horizonte semanal exportación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",prevista
505,prevision,Capacidad de intercambio prevista (NTC) con Andorra horizonte semanal exportación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",prevista
506,programa,Capacidad de intercambio disponible (ATC) con Francia horizonte diario importación,<p>Capacidad de intercambio disponible tras los procesos de asignaci&oacute;n de capacidad previos en el largo plazo.</p><p>El proceso de programaci&oacute;n se recoge en la en el P.O.3.1</p><p>En concreto este indicador se refiere a la capacidad de intercambio [MW] disponible en la interconexi&oacu,D+1
507,programa,Capacidad de intercambio disponible (ATC) con Francia horizonte diario exportación,<p>Capacidad de intercambio disponible tras los procesos de asignaci&oacute;n de capacidad previos en el largo plazo.</p><p>El proceso de programaci&oacute;n se recoge en la en el P.O.3.1</p><p>En concreto este indicador se refiere a la capacidad de intercambio [MW] disponible en la interconexi&oacu,D+1
510,prevision,Capacidad de intercambio prevista (NTC) con Francia horizonte mensual importación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",prevista
511,prevision,Capacidad de intercambio prevista (NTC) con Portugal horizonte mensual importación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",prevista
512,prevision,Capacidad de intercambio prevista (NTC) con Marruecos horizonte mensual importación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",prevista
513,prevision,Capacidad de intercambio prevista (NTC) con Andorra horizonte mensual importación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",prevista
514,prevision,Capacidad de intercambio prevista (NTC) con Francia horizonte mensual exportación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",prevista
515,prevision,Capacidad de intercambio prevista (NTC) con Portugal horizonte mensual exportación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",prevista
516,prevision,Capacidad de intercambio prevista (NTC) con Marruecos horizonte mensual exportación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",prevista
517,prevision,Capacidad de intercambio prevista (NTC) con Andorra horizonte mensual exportación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",prevista
518,prevision,Capacidad de intercambio prevista (NTC) con Francia horizonte año móvil importación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",prevista
519,prevision,Capacidad de intercambio prevista (NTC) con Portugal horizonte año móvil importación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",prevista
520,prevision,Capacidad de intercambio prevista (NTC) con Marruecos horizonte año móvil importación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",prevista
521,prevision,Capacidad de intercambio prevista (NTC) con Andorra horizonte año móvil importación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",prevista
522,prevision,Capacidad de intercambio prevista (NTC) con Francia horizonte año móvil exportación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",prevista
523,prevision,Capacidad de intercambio prevista (NTC) con Portugal horizonte año móvil exportación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",prevista
524,prevision,Capacidad de intercambio prevista (NTC) con Marruecos horizonte año móvil exportación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",prevista
525,prevision,Capacidad de intercambio prevista (NTC) con Andorra horizonte año móvil exportación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",prevista
533,programa,Programa comercial en la interconexión con Francia importación,"<p>Programa resultante en la interconexi&oacute;n establecidos desde el largo plazo hasta el horizonte intradiario.</p><p>El proceso de programaci&oacute;n se recoge en el P.O.3.1.</p><p>En concreto se refiere a la energ&iacute;a programada para cada hora, en [MWh], para la frontera con Francia en e",D+1
534,programa,Programa comercial en la interconexión con Francia exportación,"<p>Programa resultante en la interconexi&oacute;n establecidos desde el largo plazo hasta el horizonte intradiario.</p><p>El proceso de programaci&oacute;n se recoge en el P.O.3.1.</p><p>En concreto se refiere a la energ&iacute;a programada para cada hora, en [MWh], para la frontera con Francia en e",D+1
535,programa,Programas balance transfronterizo con Francia importación,"<p>El proceso de activaci&oacute;n de ofertas de energ&iacute;as procedentes de reservas de sustituci&oacute;n (RR, por sus siglas en ingl&eacute;s) tiene por objeto restablecer o mantener el nivel requerido de energ&iacute;as de recuperaci&oacute;n de la frecuencia con activaci&oacute;n manual y au",D+1
536,programa,Programas balance transfronterizo con Francia exportación,"<p>El proceso de activaci&oacute;n de ofertas de energ&iacute;as procedentes de reservas de sustituci&oacute;n (RR, por sus siglas en ingl&eacute;s) tiene por objeto restablecer o mantener el nivel requerido de energ&iacute;as de recuperaci&oacute;n de la frecuencia con activaci&oacute;n manual y au",D+1
537,programa,Programa comercial en la interconexión con Portugal importación,"<p>Programa resultante en la interconexi&oacute;n establecidos desde el largo plazo hasta el horizonte intradiario.</p><p>El proceso de programaci&oacute;n se recoge en el P.O.3.1.</p><p>En concreto se refiere a la energ&iacute;a programada para cada hora, en [MWh], para la frontera con Francia en e",D+1
538,programa,Programa comercial en la interconexión con Portugal exportación,"<p>Programa resultante en la interconexi&oacute;n establecidos desde el largo plazo hasta el horizonte intradiario.</p><p>El proceso de programaci&oacute;n se recoge en el P.O.3.1.</p><p>En concreto se refiere a la energ&iacute;a programada para cada hora, en [MWh], para la frontera con Francia en e",D+1
539,programa,Programas balance transfronterizo con Portugal importación,"<p>El proceso de activaci&oacute;n de ofertas de energ&iacute;as procedentes de reservas de sustituci&oacute;n (RR, por sus siglas en ingl&eacute;s) tiene por objeto restablecer o mantener el nivel requerido de energ&iacute;as de recuperaci&oacute;n de la frecuencia con activaci&oacute;n manual y au",D+1
540,programa,Programas balance transfronterizo con Portugal exportación,"<p>El proceso de activaci&oacute;n de ofertas de energ&iacute;as procedentes de reservas de sustituci&oacute;n (RR, por sus siglas en ingl&eacute;s) tiene por objeto restablecer o mantener el nivel requerido de energ&iacute;as de recuperaci&oacute;n de la frecuencia con activaci&oacute;n manual y au",D+1
541,prevision,Previsión de la producción eólica peninsular,"<p>Previsi&oacute;n horaria de energ&iacute;a e&oacute;lica seg&uacute;n el Modelo de Predicci&oacute;n E&oacute;lica del Operador del Sistema.</p>

<p><b>Publicaci&oacute;n:</b> cada hora con la previsi&oacute;n desde la hora en curso del d&iacute;a D hasta la &uacute;ltima hora del d&iacute;a D+",previsión
542,prevision,Generación prevista Solar fotovoltaica,<p>Previsión horaria de generación de energía solar recibida de los Modelos de Predicción.</p><p>En concreto este indicador se refiere a la previsión de energía solar fotovoltaica.</p><p><b>Publicación:</b> cada hora con la información del día D desde la hora H+1 hasta el final del día y el día D+1,previsión
543,prevision,Generación prevista Solar térmica,<p>Previsión horaria de generación de energía solar recibida de los Modelos de Predicción.</p><p>En concreto este indicador se refiere a la previsión de energía solar térmica.</p><p><b>Publicación:</b> cada hora con la información del día D desde la hora H+1 hasta el final del día y el día D+1 compl,previsión
544,prevision,Demanda prevista,"<p>Es la previsi&oacute;n de consumo que RE elabora teniendo en cuenta los valores de consumo registrados en periodos precedentes similares, as&iacute; como otros factores con influencia en el consumo el&eacute;ctrico como la laboralidad, la climatolog&iacute;a y la actividad econ&oacute;mica. Los v",prevista
545,programa,Demanda programada,"<p>Es la demanda de energía programada calculada mediante los intercambios internacionales programados y los programas de los grupos de generación a los que se les haya asignado suministro de energía en la casación de los mercados diario e intradiario, así como en los mercados de energías de balance",D+1
546,programa,Generación T.Real hidráulica,"<p>Generación medida en tiempo real del tipo de producción hidráulica.</p>
<p>Los datos representados en este indicador se refieren a datos Peninsulares.</p>
<p><b>Publicación:</b> cada 5 minutos con la información de las tres últimas horas del día D-1 hasta la hora actual del día D.</p>",D+1
547,programa,Generación T.Real carbón,"<p>Generación medida en tiempo real del tipo de producción carbón.</p>
<p>Los datos representados en este indicador se refieren a datos Peninsulares.</p>
<p><b>Publicación:</b> cada 5 minutos con la información de las tres últimas horas del día D-1 hasta la hora actual del día D.</p>",D+1
548,programa,Generación T.Real fuel-gas,"<p>Generación medida en tiempo real de los tipos de producción fuel y gas.</p>
<p>Los datos representados en este indicador se refieren a datos Peninsulares.</p>
<p><b>Publicación:</b> cada 5 minutos con la información de las tres últimas horas del día D-1 hasta la hora actual del día D.</p>",D+1
549,programa,Generación T.Real nuclear,"<p>Generación medida en tiempo real del tipo de producción nuclear.</p>
<p>Los datos representados en este indicador se refieren a datos Peninsulares.</p>
<p><b>Publicación:</b> cada 5 minutos con la información de las tres últimas horas del día D-1 hasta la hora actual del día D.</p>",D+1
550,programa,Generación T.Real C.Combinado,"<p>Generación medida en tiempo real del tipo de producción ciclo combinado.</p>
<p>Los datos representados en este indicador se refieren a datos Peninsulares.</p>
<p><b>Publicación:</b> cada 5 minutos con la información de las tres últimas horas del día D-1 hasta la hora actual del día D.</p>",D+1
551,programa,Generación T.Real eólica,"<p>Generaci&oacute;n medida en tiempo real del tipo de producci&oacute;n e&oacute;lica.</p>
<p>Los datos representados en este indicador se refieren a datos Peninsulares.</p>
<p><b>Publicaci&oacute;n:</b> cada 5 minutos con la informaci&oacute;n de las tres &uacute;ltimas horas del d&iacute;a D-1",D+1
552,programa,Generación T.Real solar,"<p>Generación medida en tiempo real del tipo de producción solar.</p><p>Este indicador tiene datos hasta el 02/06/2015 a las 20:50 horas, momento a partir del cual se empezaron a registrar telemedidas de generación solar con desglose de fotovoltaica y térmica.</p>
<p>Los datos representados en este",D+1
553,programa,Generación T.Real intercambios,<p>Generación medida en tiempo real producida como consecuencia de intercambios internacionales.</p><p><b>Publicación:</b> cada 5 minutos con la información de las tres últimas horas del día D-1 hasta la hora actual del día D.</p>,D+1
554,programa,Generación T.Real enlace balear,<p>Generación medida en tiempo real en el enlace Península-Baleres.</p><p><b>Publicación:</b> cada 5 minutos con la información de las tres últimas horas del día D-1 hasta la hora actual del día D.</p>,D+1
555,programa,Resto generación T.Real,"<p>Generaci&oacute;n medida en tiempo real de los tipos de producci&oacute;n t&eacute;rmica renovable, cogeneraci&oacute;n y resto de generaci&oacute;n no convencional.</p>

<p>Los datos representados en este indicador se refieren a datos Peninsulares.</p>

<p>Este indicador tiene datos hasta el 02/",D+1
564,programa,Programas de countertrading Francia importación,"<p>Programa coordinado establecido por los gestores de redes interconectadas, superpuesto sobre los programas de intercambio existentes, en una magnitud y direcci&oacute;n adecuada para que el flujo neto de programas de intercambio entre los dos sistemas el&eacute;ctricos respete el valor de la capa",D+1
565,programa,Programas de countertrading Francia exportación,"<p>Programa coordinado establecido por los gestores de redes interconectadas, superpuesto sobre los programas de intercambio existentes, en una magnitud y direcci&oacute;n adecuada para que el flujo neto de programas de intercambio entre los dos sistemas el&eacute;ctricos respete el valor de la capa",D+1
566,programa,Programas de countertrading Portugal importación,"<p>Programa coordinado establecido por los gestores de redes interconectadas, superpuesto sobre los programas de intercambio existentes, en una magnitud y direcci&oacute;n adecuada para que el flujo neto de programas de intercambio entre los dos sistemas el&eacute;ctricos respete el valor de la capa",D+1
567,programa,Programas de countertrading Portugal exportación,"<p>Programa coordinado establecido por los gestores de redes interconectadas, superpuesto sobre los programas de intercambio existentes, en una magnitud y direcci&oacute;n adecuada para que el flujo neto de programas de intercambio entre los dos sistemas el&eacute;ctricos respete el valor de la capa",D+1
568,programa,Posición Neta diaria Sistema Peninsular con Portugal y Francia importación,"<p>Saldo horario de programas en las interconexiones con Francia y Portugal tras la casaci&oacute;n del mercado diario.</p><p>El proceso de programaci&oacute;n se recoge en el P.O.3.1.</p><p>En concreto este indicador indica para cada hora, en [MWh], el balance de los programas resultantes tras la c",D+1
569,programa,Posición Neta diaria Sistema Peninsular con Portugal y Francia exportación,"<p>Saldo horario de programas en las interconexiones con Francia y Portugal tras la casaci&oacute;n del mercado diario.</p><p>El proceso de programaci&oacute;n se recoge en el P.O.3.1.</p><p>En concreto este indicador indica para cada hora, en [MWh], el balance de los programas resultantes tras la c",D+1
570,prevision,Capacidad prevista en el enlace Península - Baleares,<p>Es la capacidad disponible en el enlace HVDC Península-Baleares para la programación del intercambio de energía a través del enlace entre el sistema eléctrico peninsular y el balear.</p><p><b>Publicación:</b> diariamente sobre las 10:30 para el día D+1 y actualización durante el día D si existe u,previsión
572,programa,Programas horarios en el enlace Península - Baleares sentido Península-Baleares,"<p>Es la energía de las diferentes Unidades de Programación correspondientes asociadas al enlace HVDC Península-Baleares, para la programación del intercambio de energía a través del enlace entre el sistema eléctrico peninsular y el balear.</p><p>En concreto este indicador se refiere a los programas",D+1
578,programa,Precio TNP Balear con enlace SEPE,<p>Precio medio asociado a la generación de categoría A en la programación diaria considerando el intercambio programado de energía entre el SEPE y el SEB (a través del enlace HVDC Península-Baleares).</p><p><b>Publicación:</b> Diariamente a partir de las 14:20 con la información del día D+1.</p>,D+1
579,programa,Precio TNP Balear sin enlace SEPE,<p>Precio medio asociado a la generación de categoría A en la programación diaria sin considerar intercambio programado de energía entre el SEPE y el SEB (a través del enlace HVDC Península-Baleares).</p><p><b>Publicación:</b> Diariamente a partir de las 14:20 con la información del día D+1.</p>,D+1
600,programa,Precio mercado SPOT Diario,"<p>El Mercado Diario es un mercado mayorista en el que se establecen transacciones de energ&iacute;a el&eacute;ctrica para el d&iacute;a siguiente, mediante la presentaci&oacute;n de ofertas de venta y adquisici&oacute;n de energ&iacute;a el&eacute;ctrica por parte de los participantes en el mercado",D+1
602,programa,Energía asignada en Mercado SPOT Diario España,"<p>El Mercado Diario es el mecanismo integrante del mercado de producción de energía eléctrica que tiene por objeto llevar a cabo las transacciones de energía eléctrica para el día siguiente, mediante la presentación de ofertas de venta y adquisición de energía eléctrica por parte de los sujetos del",D+1
603,prevision,Previsión semanal de la demanda eléctrica peninsular,<p>Previsión de la demanda del sistema peninsular español.</p><p>En concreto este indicador muestra la previsión demanda actualizada semanalmente.</p><p><b>Publicación:</b> cada viernes con la información de la semana S+1 de lunes a domingo. Actualización los domingos.</p>,previsión
604,prevision,Previsión máxima mensual de la demanda eléctrica peninsular,<p>Previsión de la demanda del sistema peninsular español.</p><p>En concreto este indicador muestra la previsión de la demanda máxima para cada semana del mes siguiente.</p><p><b>Publicación:</b> mensualmente antes del día 22 con la información de las semanas del mes siguiente. Una semana pertenece,previsión
605,programa,Energía asignada en Mercado SPOT Intradiario sesión 1,"<p>Mecanismo integrante del mercado de producción de energía eléctrica que tiene por objeto atender, mediante la presentación de ofertas de venta y adquisición de energía eléctrica por parte de los sujetos del mercado diario, los ajustes que sean necesarios sobre el programa diario viable.</p><p>Las",D+1
606,programa,Energía asignada en Mercado SPOT Intradiario sesión 2,"<p>Mecanismo integrante del mercado de producción de energía eléctrica que tiene por objeto atender, mediante la presentación de ofertas de venta y adquisición de energía eléctrica por parte de los sujetos del mercado diario, los ajustes que sean necesarios sobre el programa diario viable.</p><p>Las",D+1
