id,grupo,nombre,descripcion,termino,visto
628,capacidad,Precio Reserva de potencia adicional a subir,"<p>La contratación y gestión de reserva de potencia adicional a subir es un servicio complementario de oferta obligatoria, gestionado y retribuido por mecanismos de mercado. Tiene por objeto contratar la reserva de potencia adicional a subir, que pueda ser necesaria con respecto a la disponible en el Programa Viable Provisional (PVP) para garantizar la seguridad en el sistema eléctrico peninsular español. </p><p>La provisión del servicio de contratación y gestión de reserva de potencia adicional a subir se realiza teniendo en cuenta las ofertas presentadas, que son asignadas por criterios de mínimo coste hasta cubrir los requerimientos, estableciéndose un precio marginal de reserva de potencia adicional a subir. </p><p>Este servicio se encuentra regulado en el P.O. 3.9.</p><p>En concreto este indicador se refiere al precio marginal de reserva de potencia adicional a subir.</p><p><b>Publicación:</b> cuando el mercado es convocado, en torno a las 14:45 con la información de día D+1.</p>",potencia disponible,2026-08-31
630,prevision,Requerimientos reserva de regulación secundaria a subir,"<p>La regulación secundaria es un servicio complementario de carácter potestativo que tiene por objeto el mantenimiento del equilibrio generación-demanda, corrigiendo los desvíos respecto a los programas de intercambio previstos en la interconexión España-Francia, y las desviaciones de la frecuencia.</p><p>Este servicio es retribuido mediante mecanismos de mercado por dos conceptos: disponibilidad (reservas de regulación) y utilización (energía).</p><p>Los Proveedores de Servicio habilitan sus Unidades de Programación para la prestación del servicio de regulación secundaria y envían sus ofertas de reservas de regulación en cada sentido (subir/bajar). La asignación se realiza a nivel Proveedor de Servicio, por criterios de mínimo coste hasta cubrir los requerimientos del sistema, estableciéndose así un precio marginal de reserva de regulación secundaria en cada sentido.</p><p>Este servicio se encuentra regulado en el P.O.-7.2.</p><p>En concreto este indicador se refiere a los requerimientos de regulación de secundaria a subir.</p><p><b>Publicación:</b> diariamente a partir de las 15:00 horas con la información del día D+1.</p>",previsto,2026-08-31
631,prevision,Requerimientos reserva de regulación secundaria a bajar,"<p>La regulación secundaria es un servicio complementario de carácter potestativo que tiene por objeto el mantenimiento del equilibrio generación-demanda, corrigiendo los desvíos respecto a los programas de intercambio previstos en la interconexión España-Francia, y las desviaciones de la frecuencia.</p><p>Este servicio es retribuido mediante mecanismos de mercado por dos conceptos: disponibilidad (reservas de regulación) y utilización (energía).</p><p>Los Proveedores de Servicio habilitan sus Unidades de Programación para la prestación del servicio de regulación secundaria y envían sus ofertas de reservas de regulación en cada sentido (subir/bajar). La asignación se realiza a nivel Proveedor de Servicio, por criterios de mínimo coste hasta cubrir los requerimientos del sistema, estableciéndose así un precio marginal de reserva de regulación secundaria en cada sentido.</p><p>Este servicio se encuentra regulado en el P.O.-7.2.</p><p>En concreto este indicador se refiere a los requerimientos de regulación de secundaria a bajar.</p><p><b>Publicación:</b> diariamente a partir de las 15:00 horas con la información del día D+1.</p>",previsto,2026-08-31
632,prevision,Asignación reserva de regulación secundaria a subir,"<p>La regulación secundaria es un servicio complementario de carácter potestativo que tiene por objeto el mantenimiento del equilibrio generación-demanda, corrigiendo los desvíos respecto a los programas de intercambio previstos en la interconexión España-Francia, y las desviaciones de la frecuencia.</p><p>Este servicio es retribuido mediante mecanismos de mercado por dos conceptos: disponibilidad (reservas de regulación) y utilización (energía).</p><p>Los Proveedores de Servicio habilitan sus Unidades de Programación para la prestación del servicio de regulación secundaria y envían sus ofertas de reservas de regulación en cada sentido (subir/bajar). La asignación se realiza a nivel Proveedor de Servicio, por criterios de mínimo coste hasta cubrir los requerimientos del sistema, estableciéndose así un precio marginal de reserva de regulación secundaria en cada sentido.</p><p>Este servicio se encuentra regulado en el P.O.-7.2.</p><p>En concreto este indicador se refiere a la asignación de las ofertas a subir.</p><p><b>Publicación:</b> diariamente a partir de las 16:30 horas con la información del día D+1.</p>",previsto,2026-08-31
633,prevision,Asignación reserva de regulación secundaria a bajar,"<p>La regulación secundaria es un servicio complementario de carácter potestativo que tiene por objeto el mantenimiento del equilibrio generación-demanda, corrigiendo los desvíos respecto a los programas de intercambio previstos en la interconexión España-Francia, y las desviaciones de la frecuencia.</p><p>Este servicio es retribuido mediante mecanismos de mercado por dos conceptos: disponibilidad (reservas de regulación) y utilización (energía).</p><p>Los Proveedores de Servicio habilitan sus Unidades de Programación para la prestación del servicio de regulación secundaria y envían sus ofertas de reservas de regulación en cada sentido (subir/bajar). La asignación se realiza a nivel Proveedor de Servicio, por criterios de mínimo coste hasta cubrir los requerimientos del sistema, estableciéndose así un precio marginal de reserva de regulación secundaria en cada sentido.</p><p>Este servicio se encuentra regulado en el P.O.-7.2.</p><p>En concreto este indicador se refiere a la asignación de las ofertas a bajar.</p><p><b>Publicación:</b> diariamente a partir de las 16:30 horas con la información del día D+1.</p>",previsto,2026-08-31
634,prevision,Precio reserva de regulación secundaria a bajar,"<p>La regulación secundaria es un servicio complementario de carácter potestativo que tiene por objeto el mantenimiento del equilibrio generación-demanda, corrigiendo los desvíos respecto a los programas de intercambio previstos en la interconexión España-Francia, y las desviaciones de la frecuencia.</p><p>Este servicio es retribuido mediante mecanismos de mercado por dos conceptos: disponibilidad (reservas de regulación) y utilización (energía).</p><p>Los Proveedores de Servicio habilitan sus Unidades de Programación para la prestación del servicio de regulación secundaria y envían sus ofertas de reservas de regulación en cada sentido (subir/bajar). La asignación se realiza a nivel Proveedor de Servicio, por criterios de mínimo coste hasta cubrir los requerimientos del sistema, estableciéndose así un precio marginal de reserva de regulación secundaria en cada sentido.</p><p>Este servicio se encuentra regulado en el P.O.-7.2.</p><p>En concreto este indicador se refiere al precio marginal resultante de reserva de regulación secundaria a bajar.</p><p><b>Publicación:</b> diariamente a partir de las 16:30 horas con la información del día D+1.</p>",previsto,2026-08-31
664,programa,Requerimientos Gestión de Desvíos subir,<p>El mecanismo de gestión de desvíos es un servicio de carácter potestativo que tiene por objeto resolver los desvíos entre generación y consumo que pudieran aparecer con posterioridad al cierre de cada sesión del mercado intradiario y hasta el inicio del horizonte de efectividad de la siguiente sesión. La asignación se basa en las ofertas de incremento y reducción del programa de las Unidades de Programación habilitadas que participan en dicha convocatoria. La valoración de las modificaciones programadas para la resolución de los desvíos se realiza al precio marginal de las ofertas asignadas en cada periodo horario. </p><p>Este servicio se encuentra regulado en el P.O.-3.3.</p><p>En concreto este indicador se refiere a los requerimientos de gestión de desvíos a subir.</p><p><b>Publicación:</b> diariamente con la información del día D-1 sobre las 5:00 horas.</p>,D+1,2026-08-31
665,programa,Requerimientos Gestión de Desvíos bajar,<p>El mecanismo de gestión de desvíos es un servicio de carácter potestativo que tiene por objeto resolver los desvíos entre generación y consumo que pudieran aparecer con posterioridad al cierre de cada sesión del mercado intradiario y hasta el inicio del horizonte de efectividad de la siguiente sesión. La asignación se basa en las ofertas de incremento y reducción del programa de las Unidades de Programación habilitadas que participan en dicha convocatoria. La valoración de las modificaciones programadas para la resolución de los desvíos se realiza al precio marginal de las ofertas asignadas en cada periodo horario. </p><p>Este servicio se encuentra regulado en el P.O.-3.3.</p><p>En concreto este indicador se refiere a los requerimientos de gestión de desvíos a bajar.</p><p><b>Publicación:</b> diariamente con la información del día D-1 sobre las 5:00 horas.</p>,D+1,2026-08-31
666,programa,Necesidades cubiertas de energías de balance RR subir,<p>El mecanismo de asignación de energías de balance RR es un servicio que tiene por objeto restablecer o mantener el nivel de energías de recuperación de la frecuencia con activación manual y automática (energías de regulación secundaria y terciaria) requerido al objeto de prepararse para desequilibrios adicionales del sistema.</p><p>La asignación de energía de balance RR se realiza a través de una plataforma de balance europea (LIBRA) en aplicación del artículo 19 del Reglamento EB.</p><p>Este servicio se encuentra regulado en el P.O.-3.3.</p><p>En concreto este indicador se refiere a las necesidades de energías de balance de tipo RR cubiertas a subir por la plataforma europea de RR.</p><p>Este indicador da continuidad al antiguo asignación gestión de desvíos subir.</p><p><b>Publicación:</b> en el día en curso cada hora para el periodo horario anterior y una vez al día antes de las 13:00 horas con la información del día anterior.</p>,D+1,2026-08-31
667,programa,Necesidades cubiertas de energías de balance RR bajar,<p>El mecanismo de asignación de energías de balance RR es un servicio que tiene por objeto restablecer o mantener el nivel de energías de recuperación de la frecuencia con activación manual y automática (energías de regulación secundaria y terciaria) requerido al objeto de prepararse para desequilibrios adicionales del sistema.</p><p>La asignación de energía de balance RR se realiza a través de una plataforma de balance europea (LIBRA) en aplicación del artículo 19 del Reglamento EB.</p><p>Este servicio se encuentra regulado en el P.O.-3.3.</p><p>En concreto este indicador se refiere a las necesidades de energías de balance de tipo RR cubiertas a bajar por la plataforma europea de RR.</p><p>Este indicador da continuidad al antiguo asignación gestión de desvíos bajar.</p><p><b>Publicación:</b> en el día en curso cada hora para el periodo horario anterior y una vez al día antes de las 13:00 horas con la información del día anterior.</p>,D+1,2026-08-31
668,programa,Precio Gestión de Desvíos subir,<p>El mecanismo de gestión de desvíos es un servicio de carácter potestativo que tiene por objeto resolver los desvíos entre generación y consumo que pudieran aparecer con posterioridad al cierre de cada sesión del mercado intradiario y hasta el inicio del horizonte de efectividad de la siguiente sesión. La asignación se basa en las ofertas de incremento y reducción del programa de las Unidades de Programación habilitadas que participan en dicha convocatoria. La valoración de las modificaciones programadas para la resolución de los desvíos se realiza al precio marginal de las ofertas asignadas en cada periodo horario. </p><p>Este servicio se encuentra regulado en el P.O.-3.3.</p><p>En concreto este indicador se refiere al precio marginal de la gestión de desvíos a subir.</p><p><b>Publicación:</b> en el día en curso cada hora para el periodo horario anterior y una vez al día antes de las 13:00 horas con la información del día anterior.</p><p></p>,D+1,2026-08-31
669,programa,Precio Gestión de Desvíos bajar,<p>El mecanismo de gestión de desvíos es un servicio de carácter potestativo que tiene por objeto resolver los desvíos entre generación y consumo que pudieran aparecer con posterioridad al cierre de cada sesión del mercado intradiario y hasta el inicio del horizonte de efectividad de la siguiente sesión. La asignación se basa en las ofertas de incremento y reducción del programa de las Unidades de Programación habilitadas que participan en dicha convocatoria. La valoración de las modificaciones programadas para la resolución de los desvíos se realiza al precio marginal de las ofertas asignadas en cada periodo horario. </p><p>Este servicio se encuentra regulado en el P.O.-3.3.</p><p>En concreto este indicador se refiere al precio marginal de la gestión de desvíos a bajar.</p><p><b>Publicación:</b> en el día en curso cada hora para el periodo horario anterior y una vez al día antes de las 13:00 horas con la información del día anterior.</p><p></p>,D+1,2026-08-31
672,programa,Necesidad de Regulación Terciaria subir,"<p>La regulaci&oacute;n terciaria es un servicio complementario de oferta obligatoria, gestionado y retribuido por mecanismos de mercado. Tiene por objeto la restituci&oacute;n de la reserva de regulaci&oacute;n secundaria que haya sido utilizada. La asignaci&oacute;n del servicio de regulaci&oacute;n terciaria se realiza teniendo en cuenta las ofertas enviadas a tal fin por las Unidades de Programaci&oacute;n habilitadas para la prestaci&oacute;n de este servicio; la valoraci&oacute;n de las modificaciones programadas por regulaci&oacute;n terciaria se realiza al precio marginal de las ofertas asignadas en cada periodo horario.</p>

<p>Este servicio se encuentra regulado en el P.O.-7.3</p>

<p>En concreto este indicador se refiere a las necesidades en potencia solicitadas&nbsp;de regulaci&oacute;n terciaria a subir.</p>

<p><b>Publicaci&oacute;n:</b> diariamente con la informaci&oacute;n del d&iacute;a D-1 sobre las 5:00 horas.</p>

<p>&nbsp;</p>",D+1,2026-08-31
673,programa,Necesidad de Regulación Terciaria bajar,"<p>La regulaci&oacute;n terciaria es un servicio complementario de oferta obligatoria, gestionado y retribuido por mecanismos de mercado. Tiene por objeto la restituci&oacute;n de la reserva de regulaci&oacute;n secundaria que haya sido utilizada. La asignaci&oacute;n del servicio de regulaci&oacute;n terciaria se realiza teniendo en cuenta las ofertas enviadas a tal fin por las Unidades de Programaci&oacute;n habilitadas para la prestaci&oacute;n de este servicio; la valoraci&oacute;n de las modificaciones programadas por regulaci&oacute;n terciaria se realiza al precio marginal de las ofertas asignadas en cada periodo horario.</p>

<p>Este servicio se encuentra regulado en el P.O.-7.3</p>

<p>En concreto este indicador se refiere a las necesidades en potencia solicitadas de regulaci&oacute;n terciaria a bajar.</p>

<p><b>Publicaci&oacute;n:</b> diariamente con la informaci&oacute;n del d&iacute;a D-1 sobre las 5:00 horas.</p>

<p>&nbsp;</p>",D+1,2026-08-31
680,prevision,Energía activada  de regulación secundaria a subir en el sepe,"<p>La regulación secundaria es un servicio complementario de carácter potestativo que tiene por objeto el mantenimiento del equilibrio generación-demanda, corrigiendo los desvíos respecto a los programas de intercambio previstos en la interconexión España-Francia, y las desviaciones de la frecuencia.</p><p>Este servicio es retribuido mediante mecanismos de mercado por dos conceptos: disponibilidad (reservas de regulación) y utilización (energía).</p><p>Los Proveedores de Servicio habilitan sus Unidades de Programación para la prestación del servicio de regulación secundaria y envían sus ofertas de energía de regulación en cada sentido (subir/bajar). La asignación se realiza a nivel Proveedor de Servicio, por criterios de mínimo coste, estableciéndose así un precio marginal de energía de regulación secundaria en cada sentido.</p><p>Este servicio se encuentra regulado en el P.O.-7.2.</p><p>En concreto este indicador se refiere a la energía activada de regulación secundaria a subir en el sistema eléctrico peninsular español.</p><p><b>Publicación:</b> diariamente antes de las 13:00 horas con la información del día anterior.</p>",previsto,2026-08-31
681,prevision,Energía activada  de regulación secundaria a bajar en el sepe,"<p>La regulación secundaria es un servicio complementario de carácter potestativo que tiene por objeto el mantenimiento del equilibrio generación-demanda, corrigiendo los desvíos respecto a los programas de intercambio previstos en la interconexión España-Francia, y las desviaciones de la frecuencia.</p><p>Este servicio es retribuido mediante mecanismos de mercado por dos conceptos: disponibilidad (reservas de regulación) y utilización (energía).</p><p>Los Proveedores de Servicio habilitan sus Unidades de Programación para la prestación del servicio de regulación secundaria y envían sus ofertas de energía de regulación en cada sentido (subir/bajar). La asignación se realiza a nivel Proveedor de Servicio, por criterios de mínimo coste, estableciéndose así un precio marginal de energía de regulación secundaria en cada sentido.</p><p>Este servicio se encuentra regulado en el P.O.-7.2.</p><p>En concreto este indicador se refiere a la energía activada de regulación secundaria a bajar en el sistema eléctrico peninsular español.</p><p><b>Publicación:</b> diariamente antes de las 13:00 horas con la información del día anterior.</p>",previsto,2026-08-31
682,prevision,Precio de energía de regulación secundaria a subir,"<p>La regulación secundaria es un servicio complementario de carácter potestativo que tiene por objeto el mantenimiento del equilibrio generación-demanda, corrigiendo los desvíos respecto a los programas de intercambio previstos en la interconexión España-Francia, y las desviaciones de la frecuencia.</p><p>Este servicio es retribuido mediante mecanismos de mercado por dos conceptos: disponibilidad (reservas de regulación) y utilización (energía).</p><p>Los Proveedores de Servicio habilitan sus Unidades de Programación para la prestación del servicio de regulación secundaria y envían sus ofertas de energía de regulación en cada sentido (subir/bajar). La asignación se realiza a nivel Proveedor de Servicio, por criterios de mínimo coste, estableciéndose así un precio marginal de energía de regulación secundaria en cada sentido.</p><p>Este servicio se encuentra regulado en el P.O.-7.2.</p><p>En concreto este indicador se refiere al precio marginal resultante de energía de regulación secundaria a subir.</p><p><b>Publicación:</b> una vez al día antes de las 13:00 horas con la información del día anterior.</p>",previsto,2026-08-31
683,prevision,Precio de energía de regulación secundaria a bajar,"<p>La regulación secundaria es un servicio complementario de carácter potestativo que tiene por objeto el mantenimiento del equilibrio generación-demanda, corrigiendo los desvíos respecto a los programas de intercambio previstos en la interconexión España-Francia, y las desviaciones de la frecuencia.</p><p>Este servicio es retribuido mediante mecanismos de mercado por dos conceptos: disponibilidad (reservas de regulación) y utilización (energía).</p><p>Los Proveedores de Servicio habilitan sus Unidades de Programación para la prestación del servicio de regulación secundaria y envían sus ofertas de energía de regulación en cada sentido (subir/bajar). La asignación se realiza a nivel Proveedor de Servicio, por criterios de mínimo coste, estableciéndose así un precio marginal de energía de regulación secundaria en cada sentido.</p><p>Este servicio se encuentra regulado en el P.O.-7.2.</p><p>En concreto este indicador se refiere al precio marginal resultante de energía de regulación secundaria a bajar.</p><p><b>Publicación:</b> una vez al día antes de las 13:00 horas con la información del día anterior.</p>",previsto,2026-08-31
684,programa,Sentido de los desvíos contrarios al sistema,"<p>Los desvíos medidos son la diferencia entre la energía programada y la energía medida. </p><p>El precio de los desvíos se calcula de acuerdo a lo establecido en el P.O. 14.4.</p><p>En concreto este indicador se refiere al sentido de los desvíos contarios al sistema, esto es, si </p><p>%CosteDesvContrario = 100 x (Precio Desvíos a Bajar - Precio Desvíos a Subir)/ Precio Marginal Diario</p><p>  </p><p><b>Publicación:</b> cada hora con la información disponible hasta ese momento del día D se tiene un precio provisional. Al día siguiente se actualiza la información de todo el día anterior ya con el cierre.</p>",D+1,2026-08-31
685,programa,Coste del desvíos contrario respecto al precio del mercado SPOT diario,"<p>Los desv&iacute;os medidos son la diferencia entre la energ&iacute;a programada y la energ&iacute;a medida.</p>

<p>El precio de los desv&iacute;os se calcula de acuerdo a lo establecido en el P.O. 14.4.</p>

<p>En concreto este indicador se refiere al porcentaje que se cobra de menos o se paga de m&aacute;s respecto al precio del mercado diario. Se calcula como:</p>

<p>%CosteDesvContrario = 100 x (Precio Desv&iacute;os a Bajar - Precio Desv&iacute;os a Subir)/ Precio Marginal Diario</p>

<p>&nbsp;</p>

<p><b>Publicaci&oacute;n:</b> cada hora con la informaci&oacute;n disponible hasta ese momento del d&iacute;a D se tiene un precio provisional. Al d&iacute;a siguiente se actualiza la informaci&oacute;n de todo el d&iacute;a anterior ya con el cierre.</p>",D+1,2026-08-31
686,programa,Precio de cobro desvíos a subir,"<p>Los desv&iacute;os medidos son la diferencia entre la energ&iacute;a programada y la energ&iacute;a medida.</p>

<p>El precio de los desv&iacute;os se calcula de acuerdo a lo establecido en el P.O. 14.4.</p>

<p><b>Publicaci&oacute;n:</b> cada hora con la informaci&oacute;n disponible hasta ese momento del d&iacute;a D se tiene un precio provisional. Al d&iacute;a siguiente se actualiza la informaci&oacute;n de todo el d&iacute;a anterior ya con el cierre.</p>",D+1,2026-08-31
687,programa,Precio de pago desvíos a bajar,"<p>Los desv&iacute;os medidos son la diferencia entre la energ&iacute;a programada y la energ&iacute;a medida.</p>

<p>El precio de los desv&iacute;os se calcula de acuerdo a lo establecido en el P.O. 14.4.</p>

<p><b>Publicaci&oacute;n:</b> cada hora con la informaci&oacute;n disponible hasta ese momento del d&iacute;a D se tiene un precio provisional. Al d&iacute;a siguiente se actualiza la informaci&oacute;n de todo el d&iacute;a anterior ya con el cierre.</p>",D+1,2026-08-31
701,programa,Energía asignada restricciones técnicas diario Fase I subir,<p>Proceso de solución de restricciones técnicas PBF o Mercado de seguridad del diario es el proceso realizado por el Operador del sistema consistente en la resolución de las restricciones técnicas identificadas en el Programa Diario Base de Funcionamiento (Fase I) mediante la modificación de los programas de las Unidades de Programación y el posterior proceso de reequilibrio generación-demanda (Fase II). </p><p>Este servicio se encuentra regulado en el P.O.-3.2.</p><p>En concreto este indicador se refiere a la energía asignada en el mercado de seguridad del diario en la fase I a subir.</p><p><b>Publicación:</b> diariamente sobre las 17:20 horas con la información del día D+1.</p>,D+1,2026-08-31
702,programa,Energía asignada restricciones técnicas diario Fase I bajar,<p>Proceso de solución de restricciones técnicas PBF o Mercado de seguridad del diario es el proceso realizado por el Operador del sistema consistente en la resolución de las restricciones técnicas identificadas en el Programa Diario Base de Funcionamiento (Fase I) mediante la modificación de los programas de las Unidades de Programación y el posterior proceso de reequilibrio generación-demanda (Fase II). </p><p>Este servicio se encuentra regulado en el P.O.-3.2.</p><p>En concreto este indicador se refiere a la energía asignada en el mercado de seguridad del diario en la fase I a bajar.</p><p><b>Publicación:</b> diariamente sobre las 17:20 horas con la información del día D+1.</p>,D+1,2026-08-31
703,programa,Energía asignada restricciones técnicas diario Fase II subir,"<p>Proceso de soluci&oacute;n de restricciones t&eacute;cnicas PBF o Mercado de seguridad del diario es el proceso realizado por el Operador del sistema consistente en la resoluci&oacute;n de las restricciones t&eacute;cnicas identificadas en el Programa Diario Base de Funcionamiento (Fase I) mediante la modificaci&oacute;n de los programas de las Unidades de Programaci&oacute;n y el posterior proceso de reequilibrio generaci&oacute;n-demanda (Fase II).</p>

<p>Este servicio se encuentra regulado en el P.O.-3.2.</p>

<p>En concreto este indicador se refiere a la energ&iacute;a asignada en el mercado de seguridad del diario en la fase II a subir.</p>

<p><b>Publicaci&oacute;n:</b> diariamente sobre las 17:20 horas con la informaci&oacute;n del d&iacute;a D+1.</p>",D+1,2026-08-31
704,programa,Energía asignada restricciones técnicas diario Fase II bajar,<p>Proceso de solución de restricciones técnicas PBF o Mercado de seguridad del diario es el proceso realizado por el Operador del sistema consistente en la resolución de las restricciones técnicas identificadas en el Programa Diario Base de Funcionamiento (Fase I) mediante la modificación de los programas de las Unidades de Programación y el posterior proceso de reequilibrio generación-demanda (Fase II). </p><p>Este servicio se encuentra regulado en el P.O.-3.2.</p><p>En concreto este indicador se refiere a la energía asignada en el mercado de seguridad del diario en la fase II a bajar.</p><p><b>Publicación:</b> diariamente sobre las 17:20 horas con la información del día D+1.</p>,D+1,2026-08-31
705,programa,Precio medio restricciones técnicas diario Fase I subir,<p>Proceso de solución de restricciones técnicas PBF o Mercado de seguridad del diario es el proceso realizado por el Operador del sistema consistente en la resolución de las restricciones técnicas identificadas en el Programa Diario Base de Funcionamiento (Fase I) mediante la modificación de los programas de las Unidades de Programación y el posterior proceso de reequilibrio generación-demanda (Fase II). </p><p>Este servicio se encuentra regulado en el P.O.-3.2.</p><p>En concreto este indicador se refiere al precio medio ponderado de restricciones técnicas en el mercado de seguridad del diario en la fase I a subir.</p><p><b>Publicación:</b> diariamente sobre las 17:20 horas con la información del día D+1.</p>,D+1,2026-08-31
706,programa,Precio medio restricciones técnicas diario Fase I bajar,<p>Proceso de solución de restricciones técnicas PBF o Mercado de seguridad del diario es el proceso realizado por el Operador del sistema consistente en la resolución de las restricciones técnicas identificadas en el Programa Diario Base de Funcionamiento (Fase I) mediante la modificación de los programas de las Unidades de Programación y el posterior proceso de reequilibrio generación-demanda (Fase II). </p><p>Este servicio se encuentra regulado en el P.O.-3.2.</p><p>En concreto este indicador se refiere al precio medio ponderado de restricciones técnicas en el mercado de seguridad del diario en la fase I a bajar</p><p><b>Publicación:</b> diariamente sobre las 17:20 horas con la información del día D+1.</p>,D+1,2026-08-31
707,programa,Precio medio restricciones técnicas diario Fase II subir,<p>Proceso de solución de restricciones técnicas PBF o Mercado de seguridad del diario es el proceso realizado por el Operador del sistema consistente en la resolución de las restricciones técnicas identificadas en el Programa Diario Base de Funcionamiento (Fase I) mediante la modificación de los programas de las Unidades de Programación y el posterior proceso de reequilibrio generación-demanda (Fase II). </p><p>Este servicio se encuentra regulado en el P.O.-3.2.</p><p>En concreto este indicador se refiere al precio medio ponderado de restricciones técnicas en el mercado de seguridad del diario en la fase II a subir.</p><p><b>Publicación:</b> diariamente sobre las 17:20 horas con la información del día D+1.</p>,D+1,2026-08-31
708,programa,Precio medio restricciones técnicas diario Fase II bajar,<p>Proceso de solución de restricciones técnicas PBF o Mercado de seguridad del diario es el proceso realizado por el Operador del sistema consistente en la resolución de las restricciones técnicas identificadas en el Programa Diario Base de Funcionamiento (Fase I) mediante la modificación de los programas de las Unidades de Programación y el posterior proceso de reequilibrio generación-demanda (Fase II). </p><p>Este servicio se encuentra regulado en el P.O.-3.2.</p><p>En concreto este indicador se refiere al precio medio ponderado de restricciones técnicas en el mercado de seguridad del diario en la fase II a bajar.</p><p><b>Publicación:</b> diariamente sobre las 17:20 horas con la información del día D+1.</p>,D+1,2026-08-31
709,programa,Coste de solución de Restricciones técnicas diario,<p>Proceso de solución de restricciones técnicas PBF o Mercado de seguridad del diario es el proceso realizado por el Operador del sistema consistente en la resolución de las restricciones técnicas identificadas en el Programa Diario Base de Funcionamiento (Fase I) mediante la modificación de los programas de las Unidades de Programación y el posterior proceso de reequilibrio generación-demanda (Fase II). </p><p>Este servicio se encuentra regulado en el P.O.-3.2.</p><p>En concreto este indicador se refiere al coste de la resolución de restricciones técnicas del diario a subir menos el coste de la resolución de restricciones técnicas del diario a bajar. En valor absoluto.</p><p><b>Publicación:</b> diariamente sobre las 17:20 horas con la información del día D+1.</p>,D+1,2026-08-31
710,programa,Coste unitario soportado por demanda de solución de Restricciones técnicas diario,"<p>Proceso de soluci&oacute;n de restricciones t&eacute;cnicas PBF o Mercado de seguridad del diario es el proceso realizado por el Operador del sistema consistente en la resoluci&oacute;n de las restricciones t&eacute;cnicas identificadas en el Programa Diario Base de Funcionamiento (Fase I) mediante la modificaci&oacute;n de los programas de las Unidades de Programaci&oacute;n y el posterior proceso de reequilibrio generaci&oacute;n-demanda (Fase II).</p>

<p>Este servicio se encuentra regulado en el P.O.-3.2.</p>

<p>En concreto este indicador se refiere al coste unitario soportado por la demanda asociado al proceso de restircciones t&eacute;cnicas del diario.</p>

<p><b>Publicaci&oacute;n:</b> diariamente sobre las 17:20 horas con la informaci&oacute;n del d&iacute;a D+1.</p>",D+1,2026-08-31
711,capacidad,Coste de Reserva de Potencia Adicional a Subir,"<p>La contratación y gestión de reserva de potencia adicional a subir es un servicio complementario de oferta obligatoria, gestionado y retribuido por mecanismos de mercado. Tiene por objeto contratar la reserva de potencia adicional a subir, que pueda ser necesaria con respecto a la disponible en el Programa Viable Provisional (PVP) para garantizar la seguridad en el sistema eléctrico peninsular español. </p><p>La provisión del servicio de contratación y gestión de reserva de potencia adicional a subir se realiza teniendo en cuenta las ofertas presentadas, que son asignadas por criterios de mínimo coste hasta cubrir los requerimientos, estableciéndose un precio marginal de reserva de potencia adicional a subir. </p><p>Este servicio se encuentra regulado en el P.O. 3.9.</p><p>En concreto este indicador se refiere al coste de la reserva de potencia adicional a subir.</p><p><b>Publicación:</b> cuando el mercado es convocado, en torno a las 14:45 con la información de día D+1.</p>",potencia disponible,2026-08-31
712,prevision,Coste de reserva de regulación secundaria a subir,"<p>La regulación secundaria es un servicio complementario de carácter potestativo que tiene por objeto el mantenimiento del equilibrio generación-demanda, corrigiendo los desvíos respecto a los programas de intercambio previstos en la interconexión España-Francia, y las desviaciones de la frecuencia.</p><p>Este servicio es retribuido mediante mecanismos de mercado por dos conceptos: disponibilidad (reservas de regulación) y utilización (energía).</p><p>Los Proveedores de Servicio habilitan sus Unidades de Programación para la prestación del servicio de regulación secundaria y envían sus ofertas de reservas de regulación en cada sentido (subir/bajar). La asignación se realiza a nivel Proveedor de Servicio, por criterios de mínimo coste hasta cubrir los requerimientos del sistema, estableciéndose así un precio marginal de reserva de regulación secundaria en cada sentido.</p><p>Este servicio se encuentra regulado en el P.O.-7.2.</p><p>En concreto este indicador se refiere al coste de asignación del servicio de reserva de regulación secundaria a subir.</p><p><b>Publicación:</b> diariamente a partir de las 19:30 horas con la información del día D+1, y cualquier día para días pasados según el calendario de liquidaciones.</p>",previsto,2026-08-31
713,prevision,Coste unitario soportado por la demanda de reserva de regulación secundaria,"<p>La regulación secundaria es un servicio complementario de carácter potestativo que tiene por objeto el mantenimiento del equilibrio generación-demanda, corrigiendo los desvíos respecto a los programas de intercambio previstos en la interconexión España-Francia, y las desviaciones de la frecuencia.</p><p>Este servicio es retribuido mediante mecanismos de mercado por dos conceptos: disponibilidad (reservas de regulación) y utilización (energía).</p><p>Los Proveedores de Servicio habilitan sus Unidades de Programación para la prestación del servicio de regulación secundaria y envían sus ofertas de reservas de regulación en cada sentido (subir/bajar). La asignación se realiza a nivel Proveedor de Servicio, por criterios de mínimo coste hasta cubrir los requerimientos del sistema, estableciéndose así un precio marginal de reserva de regulación secundaria en cada sentido.</p><p>Este servicio se encuentra regulado en el P.O.-7.2.</p><p>En concreto este indicador se refiere a al coste unitario soportado por la demanda de reserva de regulación secundaria.</p><p><b>Publicación:</b> diariamente a partir de las 19:30 horas con la información del día D+1, y cualquier día para días pasados según el calendario de liquidaciones.</p>",previsto,2026-08-31
